locus_tag,gene_name,ncrna,start,end,strand,read_count,ins_index,gene_length,ins_count,fcn
b2500,purN,0,2622234,2622872,1,1166,0.0607638888888889,639,35,phosphoribosylglycinamide formyltransferase 1
b2501,ppk,0,2623044,2625110,1,879,0.0413756045137023,2067,77,polyphosphate kinase
b2502,ppx,0,2625115,2626656,1,3556,0.0670028818443804,1542,93,exopolyphosphatase
b2503,pdeF,0,2626695,2628938,-1,6426,0.10990099009901,2244,222,cyclic di-GMP phosphodiesterase PdeF
b2504,yfgG,0,2629290,2629481,1,502,0.109826589595376,192,19,nickel/cobalt stress response protein YfgG
b2505,yfgH,0,2629792,2630310,1,2729,0.213675213675214,519,100,lipoprotein YfgH
b2506,yfgI,0,2630326,2630865,1,874,0.0761316872427984,540,37,nalidixic acid resistance protein YfgI
b2507,guaA,0,2630958,2632535,-1,52,0.00844475721323012,1578,12,GMP synthetase
b2508,guaB,0,2632604,2634070,-1,240,0.0317940953822861,1467,42,inosine 5'-monophosphate dehydrogenase
b2509,xseA,0,2634232,2635602,1,1856,0.0453808752025932,1371,56,exodeoxyribonuclease VII subunit XseA
b2510,yfgJ,0,2635599,2635814,-1,465,0.0666666666666667,216,13,zinc ribbon domain-containing protein YfgJ
b2511,der,0,2635884,2637356,-1,0,0,1473,0,50S ribosomal subunit stability factor
b2512,bamB,0,2637474,2638652,-1,1095,0.0489642184557439,1179,52,outer membrane protein assembly factor BamB
b2513,yfgM,0,2638663,2639283,-1,646,0.0554561717352415,621,31,ancillary SecYEG translocon subunit
b2514,hisS,0,2639301,2640575,-1,3,0.000871080139372822,1275,1,histidine--tRNA ligase
b4761,sroE,0,2640595,2640686,-1,81,0.120481927710843,92,10,
b2515,ispG,0,2640686,2641804,-1,0,0,1119,0,(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin)
b2516,rodZ,0,2641831,2642844,-1,1027,0.0416210295728368,1014,38,cytoskeleton protein RodZ
b2517,rlmN,0,2643129,2644283,-1,1725,0.0625,1155,65,23S rRNA m(2)A2503 methyltransferase/tRNA m(2)A37 methyltransferase
b2518,ndk,0,2644433,2644864,-1,213,0.0437017994858612,432,17,nucleoside diphosphate kinase
b2519,pbpC,0,2645013,2647325,-1,3690,0.0518731988472622,2313,108,peptidoglycan glycosyltransferase PbpC
b2520,yfhM,0,2647326,2652287,-1,10238,0.0750111957008509,4962,335,alpha2-macroglobulin
b2521,sseA,0,2652494,2653339,1,2838,0.112860892388451,846,86,3-mercaptopyruvate sulfurtransferase
b4440,ryfA,0,2653855,2654158,1,3398,0.259124087591241,304,71,
b2522,sseB,0,2654157,2654933,-1,4778,0.177142857142857,777,124,protein SseB
b2523,pepB,0,2655075,2656358,-1,2879,0.0813148788927336,1284,94,aminopeptidase B
b2524,iscX,0,2656536,2656736,-1,404,0.0607734806629834,201,11,accessory iron-sulfur cluster assembly protein IscX
b2525,fdx,0,2656748,2657083,-1,64,0.0297029702970297,336,9,reduced ferredoxin
b2526,hscA,0,2657085,2658935,-1,276,0.0324129651860744,1851,54,iron-sulfur cluster biosynthesis chaperone HscA
b2527,hscB,0,2658952,2659467,-1,103,0.0365591397849462,516,17,[Fe-S] cluster biosynthesis co-chaperone HscB
b2528,iscA,0,2659563,2659886,-1,148,0.0513698630136986,324,15,iron-sulfur cluster insertion protein IscA
b2529,iscU,0,2659903,2660289,-1,26,0.00859598853868195,387,3,scaffold protein for iron-sulfur cluster assembly
b2530,iscS,0,2660317,2661531,-1,8,0.0036563071297989,1215,4,cysteine desulfurase IscS
b2531,iscR,0,2661643,2662131,-1,748,0.0453514739229025,489,20,DNA-binding transcriptional dual regulator IscR
b2532,trmJ,0,2662583,2663323,-1,979,0.0539730134932534,741,36,tRNA Cm32/Um32 methyltransferase
b2533,suhB,0,2663442,2664245,1,6,0.00138121546961326,804,1,inositol-phosphate phosphatase
b2534,yfhR,0,2664390,2665244,1,1612,0.0779220779220779,855,60,putative peptidase
b2535,csiE,0,2665435,2666715,1,3298,0.0867302688638335,1281,100,stationary phase inducible protein CsiE
b2536,hcaT,0,2666707,2667846,-1,3084,0.0818713450292398,1140,84,putative 3-phenylpropionate transporter
b2537,hcaR,0,2668006,2668896,-1,1857,0.0822942643391521,891,66,DNA-binding transcriptional dual regulator HcaR
b4706,iroK,0,2668006,2668071,-1,17,0.0166666666666667,66,1,protein IroK
b2538,hcaE,0,2669032,2670393,1,2570,0.0685154975530179,1362,84,putative 3-phenylpropionate/cinnamate dioxygenase subunit alpha
b2539,hcaF,0,2670390,2670908,1,633,0.0341880341880342,519,16,putative 3-phenylpropionate/cinnamate dioxygenase subunit beta
b2540,hcaC,0,2670908,2671228,1,482,0.0622837370242214,321,18,putative 3-phenylpropionate/cinnamate dioxygenase ferredoxin subunit
b2541,hcaB,0,2671225,2672037,1,1401,0.0546448087431694,813,40,2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase
b2542,hcaD,0,2672047,2673249,1,2559,0.0674053554939981,1203,73,putative 3-phenylpropionate/cinnamate dioxygenase ferredoxin reductase subunit
b2543,yphA,0,2673346,2673768,1,1084,0.131233595800525,423,50,putative inner membrane protein
b2544,yphB,0,2673816,2674688,-1,2284,0.089058524173028,873,70,putative aldose 1-epimerase YphB
b2545,yphC,0,2674700,2675761,-1,2314,0.0711297071129707,1062,68,putative zinc-binding dehydrogenase YphC
b2546,yphD,0,2675827,2676825,-1,2564,0.0777777777777778,999,70,putative ABC transporter membrane subunit YphD
b2547,yphE,0,2676850,2678361,-1,2839,0.0705363703159442,1512,96,putative ABC transporter ATP-binding protein YphE
b2548,yphF,0,2678384,2679367,-1,2418,0.123024830699774,984,109,putative ABC transporter periplasmic binding protein YphF
b2549,yphG,0,2679464,2682745,-1,6905,0.0717670954637779,3282,212,DUF5107 domain-containing protein YphG
b2550,yphH,0,2682863,2684056,1,2337,0.0809302325581395,1194,87,putative DNA-binding transcriptional regulator, NAGC-like
b2551,glyA,0,2684254,2685507,-1,75,0.0159433126660762,1254,18,serine hydroxymethyltransferase
b2552,hmp,0,2685835,2687025,1,2571,0.0755597014925373,1191,81,nitric oxide dioxygenase
b2553,glnB,0,2687070,2687408,-1,768,0.0751633986928105,339,23,nitrogen regulatory protein PII-1
b2554,glrR,0,2687469,2688803,-1,2194,0.0599001663893511,1335,72,DNA-binding transcriptional activator GlrR
b2555,qseG,0,2688793,2689506,-1,1226,0.057542768273717,714,37,outer membrane lipoprotein QseG
b2556,glrK,0,2689671,2691098,-1,3921,0.0839813374805599,1428,108,histidine kinase GlrK
b4441,glmY,0,2691157,2691340,-1,787,0.0963855421686747,184,16,
b2557,purL,0,2691656,2695543,-1,4457,0.0537142857142857,3888,188,phosphoribosylformylglycinamide synthetase
b2558,mltF,0,2695801,2697357,1,3756,0.0813124108416548,1557,114,membrane-bound lytic murein transglycosylase F
b2559,tadA,0,2697354,2697857,-1,4,0.00440528634361234,504,2,tRNA adenosine(34) deaminase
b2560,pgpC,0,2697915,2698550,-1,2017,0.115183246073298,636,66,phosphatidylglycerophosphatase C
b2561,yfhH,0,2698759,2699607,1,2246,0.0967320261437909,849,74,putative DNA-binding transcriptional regulator YfhH
b2562,yfhL,0,2699663,2699923,1,4545,0.238297872340426,261,56,putative 4Fe-4S cluster-containing protein YfhL
b4687,shoB,0,2700117,2700197,-1,513,0.232876712328767,81,17,toxic peptide ShoB
b4608,ohsC,0,2700520,2700598,1,721,0.277777777777778,79,20,
b2563,acpS,0,2700618,2700998,-1,25,0.0116618075801749,381,4,holo-[acyl-carrier-protein] synthase
b2564,pdxJ,0,2700998,2701729,-1,413,0.0364188163884674,732,24,pyridoxine 5'-phosphate synthase
b2565,recO,0,2701741,2702469,-1,2162,0.0898021308980213,729,59,DNA repair protein RecO
b2566,era,0,2702481,2703386,-1,0,0,906,0,30S ribosomal subunit maturation GTPase Era
b2567,rnc,0,2703383,2704063,-1,76,0.0293637846655791,681,18,RNase III
b2568,lepB,0,2704335,2705309,-1,0,0,975,0,signal peptidase I
b2569,lepA,0,2705325,2707124,-1,1521,0.067283950617284,1800,109,30S ribosomal subunit biogenesis factor LepA
b2570,rseC,0,2707322,2707801,-1,728,0.0625,480,27,protein RseC
b2571,rseB,0,2707798,2708754,-1,2175,0.0823665893271462,957,71,anti-sigma factor stabilizing protein RseB
b2572,rseA,0,2708754,2709404,-1,986,0.0802047781569966,651,47,anti-sigma-E factor RseA
b2573,rpoE,0,2709437,2710012,-1,0,0,576,0,RNA polymerase sigma E factor
b4725,rseD,0,2710009,2710164,-1,263,0.0425531914893617,156,6,rpoE leader peptide
b2574,nadB,0,2710420,2712042,1,3404,0.080766598220397,1623,118,L-aspartate oxidase
b2575,yfiC,0,2712027,2712764,-1,2476,0.0917293233082707,738,61,tRNA m(6)A37 methyltransferase
b2576,srmB,0,2712896,2714230,1,1642,0.0757071547420965,1335,91,ATP-dependent RNA helicase SrmB
b2577,yfiE,0,2714439,2715320,-1,1932,0.0780856423173804,882,62,putative LysR-type DNA-binding transcriptional regulator YfiE
b2578,eamB,0,2715423,2716010,1,1167,0.0811320754716981,588,43,cysteine/O-acetylserine exporter EamB
b2579,grcA,0,2716066,2716449,-1,914,0.0664739884393064,384,23,stress-induced alternate pyruvate formate-lyase subunit
b2580,ung,0,2716754,2717443,1,1265,0.0789049919484702,690,49,uracil-DNA glycosylase
b2581,yfiF,0,2717491,2718528,-1,1838,0.0620320855614973,1038,58,putative methyltransferase YfiF
b2582,trxC,0,2718735,2719154,1,379,0.0529100529100529,420,20,reduced thioredoxin 2
b2583,tapT,0,2719223,2719921,1,819,0.046031746031746,699,29,tRNA 3-amino-3-carboxypropyltransferase
b2584,patZ,0,2719953,2722613,1,3978,0.0534446764091858,2661,128,peptidyl-lysine N-acetyltransferase
b4782,pssL,0,2722702,2722743,1,0,0,42,0,protein PssL
b2585,pssA,0,2722727,2724082,1,0,0,1356,0,phosphatidylserine synthase
b2586,yfiM,0,2724128,2724451,1,252,0.0376712328767123,324,11,protein YfiM
b2587,kgtP,0,2724448,2725746,-1,1283,0.0418803418803419,1299,49,alpha-ketoglutarate:H(+) symporter
b4783,yfiS,0,2725925,2725987,1,32,0.0350877192982456,63,2,protein YfiS
b2588,rrfG,0,2726069,2726188,-1,231,0.203703703703704,120,22,
b2589,rrlG,0,2726281,2729184,-1,17653,0.240627390971691,2904,629,
b2590,gltW,0,2729369,2729444,-1,193,0.188405797101449,76,13,
b2591,rrsG,0,2729616,2731157,-1,9945,0.217579250720461,1542,302,
b2592,clpB,0,2731600,2734173,-1,8689,0.121709106603366,2574,282,chaperone protein ClpB
b2592,clpB,0,2731600,2733729,-1,7017,0.118414188836724,2130,227,ClpB80
b4609,ryfD,0,2734153,2734295,-1,512,0.13953488372093,143,18,
b2593,pgeF,0,2734303,2735034,-1,2955,0.128983308042489,732,85,polyphenol oxidase YfiH
b2594,rluD,0,2735031,2736011,-1,209,0.00566251415628539,981,5,23S rRNA pseudouridine(1911/1915/1917) synthase
b2595,bamD,0,2736146,2736883,1,0,0,738,0,outer membrane protein assembly factor BamD
b2597,raiA,0,2737154,2737495,1,1769,0.146103896103896,342,45,ribosome-associated inhibitor A
b2598,pheL,0,2737599,2737646,1,0,0,48,0,phe operon leader peptide
b2599,pheA,0,2737745,2738905,1,3772,0.110047846889952,1161,115,fused chorismate mutase/prephenate dehydratase
b2600,tyrA,0,2738948,2740069,-1,2280,0.0702970297029703,1122,71,fused chorismate mutase/prephenate dehydrogenase
b2601,aroF,0,2740080,2741150,-1,3601,0.109958506224066,1071,106,3-deoxy-7-phosphoheptulonate synthase, Tyr-sensitive
b2602,yfiL,0,2741360,2741725,1,4131,0.206060606060606,366,68,DUF2799 domain-containing lipoprotein YfiL
b2603,yfiR,0,2741875,2742393,1,6251,0.344017094017094,519,161,DUF4154 domain-containing protein YfiR
b2604,dgcN,0,2742383,2743609,1,5412,0.152036199095023,1227,168,diguanylate cyclase DgcN
b2605,yfiB,0,2743625,2744107,1,1692,0.117241379310345,483,51,lipoprotein YfiB
b2606,rplS,0,2744183,2744530,-1,24,0.0127388535031847,348,4,50S ribosomal subunit protein L19
b2607,trmD,0,2744572,2745339,-1,8,0.00144508670520231,768,1,tRNA m(1)G37 methyltransferase
b2608,rimM,0,2745370,2745918,-1,1,0.00202020202020202,549,1,ribosome maturation factor RimM
b2609,rpsP,0,2745937,2746185,-1,0,0,249,0,30S ribosomal subunit protein S16
b2610,ffh,0,2746434,2747795,-1,0,0,1362,0,signal recognition particle protein component
b2611,ypjD,0,2747962,2748753,1,3554,0.130434782608696,792,93,cytochrome c assembly family protein
b4461,yfjD,0,2748774,2750060,1,3513,0.100949094046592,1287,117,UPF0053 family inner membrane protein YfjD
b2614,grpE,0,2750115,2750708,-1,40,0.00373831775700935,594,2,nucleotide exchange factor GrpE
b2615,nadK,0,2750831,2751709,1,1,0.00126262626262626,879,1,NAD kinase
b2616,recN,0,2751795,2753456,1,3139,0.0882352941176471,1662,132,DNA repair protein RecN
b2617,bamE,0,2753605,2753946,1,1579,0.146103896103896,342,45,outer membrane protein assembly factor BamE
b2618,yfjF,0,2754008,2754298,-1,788,0.083969465648855,291,22,putative component of the Rsx system
b2619,ratA,0,2754288,2754764,-1,377,0.0906976744186047,477,39,ribosome association toxin RatA
b2620,smpB,0,2754896,2755378,1,320,0.0528735632183908,483,23,SsrA-binding protein
b2621,ssrA,0,2755593,2755955,1,171,0.0244648318042813,363,8,
b2622,intA,0,2756159,2757400,1,4063,0.111806797853309,1242,125,CP4-57 prophage; integrase IntA
b2623,yfjH,0,2757644,2758600,-1,1209,0.0603248259860789,957,52,CP4-57 prophage; uncharacterized protein YfjH
b2624,alpA,0,2758644,2758856,1,232,0.0625,213,12,CP4-57 prophage; DNA-binding transcriptional activator AlpA
b2625,yfjI,0,2758985,2760394,1,446,0.0244286840031521,1410,31,CP4-57 prophage; protein YfjI
b2626,yfjJ,0,2760547,2761173,1,657,0.0654867256637168,627,37,CP4-57 prophage; protein YfjJ
b2627,abpB,0,2761351,2763540,-1,8766,0.122272957889396,2190,241,CP4-57 prophage; putative helicase YfjK
b2628,abpA,0,2763537,2765153,-1,4522,0.113324175824176,1617,165,CP4-57 prophage; anti-bacteriophage protein
b2629,yfjM,0,2765513,2765776,-1,1792,0.163865546218487,264,39,CP4-57 prophage; protein YfjM
b2630,rnlA,0,2765918,2766991,1,6335,0.154084798345398,1074,149,CP4-57 prophage; RNase LS, toxin of the RnlAB toxin-antitoxin system
b2631,rnlB,0,2766984,2767355,1,597,0.0686567164179104,372,23,CP4-57 prophage; antitoxin RnlB
b2632,yfjP,0,2767710,2768573,1,2523,0.0989717223650386,864,77,CP4-57 prophage; putative GTP-binding protein YfjP
b2633,yfjQ,0,2768665,2769486,1,2305,0.0945945945945946,822,70,CP4-57 prophage; DUF932 domain-containing protein YfjQ
b2634,yfjR,0,2769703,2770404,1,1136,0.0727848101265823,702,46,CP4-57 prophage; putative DNA-binding transcriptional regulator YfjR
b2635,ypjK,0,2770445,2770681,1,588,0.0747663551401869,237,16,CP4-57 prophage; uncharacterized protein YpjK
b2636,yfjS,0,2770681,2771124,1,1122,0.0825,444,33,CP4-57 prophage; inner membrane lipoprotein YfjS
b2637,yfjT,0,2771148,2771615,1,2088,0.135071090047393,468,57,CP4-57 prophage; uncharacterized protein YfjT
b2638,yfjU,0,2771840,2772154,-1,1360,0.151408450704225,315,43,CP4-57 prophage; putative arsenate reductase-like protein YfjU
b2641,yfjV,0,2772167,2773182,-1,3992,0.120218579234973,1016,110,pseudogene
b2642,yfjW,0,2773318,2775021,1,143,0.00521512385919166,1704,8,CP4-57 prophage; uncharacterized protein YfjW
b4644,ypjI,0,2775545,2775816,1,1425,0.163265306122449,272,40,pseudogene
b2643,yfjX,0,2775919,2776377,1,1176,0.106280193236715,459,44,CP4-57 prophage; putative antirestriction protein YfjX
b2644,yfjY,0,2776386,2776868,1,1668,0.126436781609195,483,55,CP4-57 prophage; RadC-like JAB domain-containing protein YfjY
b4548,ypjJ,0,2776877,2777077,1,882,0.110497237569061,201,20,CP4-57 prophage; DUF987 domain-containing protein YpjJ
b2645,yfjZ,0,2777115,2777432,1,1185,0.114982578397213,318,33,CP4-57 prophage; putative antitoxin of the YpjF-YfjZ toxin-antitoxin system
b2646,ypjF,0,2777453,2777782,1,767,0.111111111111111,330,33,CP4-57 prophage; toxin of the YpjF-YfjZ toxin-antitoxin system
b4645,psaA,0,2777972,2777985,1,169,0.153846153846154,14,2,pseudogene
b2647,ypjA,0,2778146,2782726,-1,23125,0.161047780742178,4581,664,adhesin-like autotransporter YpjA
b2648,pinH,0,2783065,2783304,-1,1588,0.226851851851852,240,49,pseudogene
b2649,ypjB,0,2783638,2784429,-1,36,0.00420757363253857,792,3,DUF5508 domain-containing protein YpjB
b2650,ypjC,0,2784529,2785011,-1,42,0.00459770114942529,483,2,DUF5507 domain-containing protein YpjC
b2652,ileY,0,2785762,2785837,-1,96,0.101449275362319,76,7,
b4462,ygaQ,0,2786397,2788649,1,714,0.0162721893491124,2253,33,pseudogene
b2659,glaH,0,2788985,2789962,1,2056,0.0715096481271283,978,63,glutarate hydroxylase GlaH
b2660,lhgD,0,2789982,2791250,1,2936,0.0656167979002625,1269,75,L-2-hydroxyglutarate dehydrogenase
b2661,gabD,0,2791273,2792721,1,2087,0.053639846743295,1449,70,succinate-semialdehyde dehydrogenase (NADP(+)) GabD
b2662,gabT,0,2792735,2794015,1,2399,0.0702515177797051,1281,81,4-aminobutyrate aminotransferase GabT
b2663,gabP,0,2794253,2795653,1,11309,0.188739095955591,1401,238,4-aminobutanoate:H(+) symporter
b2664,glaR,0,2795674,2796336,1,3468,0.14572864321608,663,87,DNA-binding transcriptional repressor GlaR
b2665,kbp,0,2796337,2796786,-1,2187,0.130864197530864,450,53,K(+) binding protein
b2666,yqaE,0,2796870,2797028,-1,826,0.180555555555556,159,26,Pmp3 family protein YqaE
b2667,ygaV,0,2797211,2797510,1,2957,0.237037037037037,300,64,putative DNA-binding transcriptional regulator YgaV
b2668,ygaP,0,2797520,2798044,1,2247,0.160676532769556,525,76,thiosulfate sulfurtransferase YgaP
b2669,stpA,0,2798091,2798495,-1,5773,0.293150684931507,405,107,DNA-binding transcriptional repressor StpA with RNA chaperone activity
b2670,alaE,0,2799164,2799613,1,3178,0.187654320987654,450,76,L-alanine exporter
b2671,ygaC,0,2799650,2799994,-1,1391,0.157556270096463,345,49,DUF2002 domain-containing protein YgaC
b2672,ygaM,0,2800146,2800475,1,1169,0.121212121212121,330,36,DUF883 domain-containing protein YgaM
b2673,nrdH,0,2800723,2800968,1,327,0.027027027027027,246,6,glutaredoxin-like protein NrdH
b2674,nrdI,0,2800965,2801375,1,882,0.072972972972973,411,27,dimanganese-tyrosyl radical cofactor maintenance flavodoxin NrdI
b2675,nrdE,0,2801348,2803492,1,5881,0.0937338166752978,2145,181,ribonucleoside-diphosphate reductase 2 subunit alpha
b2676,nrdF,0,2803502,2804461,1,3039,0.0983796296296296,960,85,ribonucleoside-diphosphate reductase 2 subunit beta
b2677,proV,0,2804815,2806017,1,5696,0.191135734072022,1203,207,glycine betaine ABC transporter ATP binding subunit ProV
b2678,proW,0,2806010,2807074,1,2680,0.0844629822732012,1065,81,glycine betaine ABC transporter membrane subunit ProW
b2679,proX,0,2807132,2808124,1,2105,0.08165548098434,993,73,glycine betaine ABC transporter periplasmic binding protein ProX
b2681,ygaY,0,2808316,2809493,1,2294,0.0763430725730443,1178,81,pseudogene
b2682,ygaZ,0,2809617,2810354,1,1720,0.0781954887218045,738,52,L-valine exporter, YgaZ component
b2683,ygaH,0,2810344,2810679,1,1248,0.122112211221122,336,37,L-valine exporter, YgaH component
b2684,mprA,0,2810770,2811300,1,341,0.0146443514644351,531,7,DNA-binding transcriptional repressor MprA
b2685,emrA,0,2811427,2812599,1,2303,0.0700757575757576,1173,74,multidrug efflux pump membrane fusion protein EmrA
b2686,emrB,0,2812616,2814154,1,3065,0.0721500721500721,1539,100,multidrug efflux pump membrane subunit EmrB
b2687,luxS,0,2814218,2814733,-1,1398,0.0903225806451613,516,42,S-ribosylhomocysteine lyase
b4442,micA,0,2814802,2814874,1,0,0,73,0,
b2688,gshA,0,2814883,2816439,-1,2721,0.0699001426533524,1557,98,glutamate--cysteine ligase
b2689,yqaA,0,2816512,2816940,-1,1235,0.0878552971576227,429,34,DedA family protein YqaA
b2690,yqaB,0,2816937,2817503,-1,2056,0.0919765166340509,567,47,fructose-1-phosphate phosphatase YqaB
b2691,argQ,0,2817784,2817860,-1,140,0.142857142857143,77,10,
b2692,argZ,0,2818059,2818135,-1,154,0.157142857142857,77,11,
b2693,argY,0,2818198,2818274,-1,117,0.114285714285714,77,8,
b2694,argV,0,2818473,2818549,-1,91,0.114285714285714,77,8,
b2695,serV,0,2818553,2818645,-1,0,0,93,0,
b2696,csrA,0,2818961,2819146,-1,6,0.00595238095238095,186,1,carbon storage regulator
b2697,alaS,0,2819381,2822011,-1,0,0,2631,0,alanine--tRNA ligase/DNA-binding transcriptional repressor
b2698,recX,0,2822139,2822639,-1,1269,0.0709534368070953,501,32,RecA inhibitor RecX
b2699,recA,0,2822708,2823769,-1,553,0.049163179916318,1062,47,DNA recombination/repair protein RecA
b2700,pncC,0,2823849,2824346,-1,1353,0.0913140311804009,498,41,NMN aminohydrolase
b2701,mltB,0,2824491,2825576,-1,3662,0.100204498977505,1086,98,membrane-bound lytic murein transglycosylase B
b2702,srlA,0,2825832,2826395,1,1961,0.116141732283465,564,59,sorbitol-specific PTS enzyme IIC2 component
b2703,srlE,0,2826392,2827351,1,3188,0.0821759259259259,960,71,sorbitol-specific PTS enzyme IIBC1 component
