seqid	start	end	strand	gene	locus_tag
CP000031.2	3752848	3754719	+		SPO3542
CP000031.2	3754985	3755416	+		SPO3543
CP000031.2	3755439	3756299	-		SPO3544
CP000031.2	3756383	3756940	+		SPO3545
CP000031.2	3756937	3757788	-		SPO3546
CP000031.2	3758145	3758588	+		SPO3547
CP000031.2	3758593	3759090	-		SPO3548
CP000031.2	3759225	3759842	-		SPO3549
CP000031.2	3759921	3761672	+	dnaX	SPO3550
CP000031.2	3761752	3762225	-		SPO3551
CP000031.2	3762222	3763265	-		SPO3552
CP000031.2	3763315	3763980	+		SPO3553
CP000031.2	3763977	3764873	+		SPO3554
CP000031.2	3764829	3766835	-		SPO3555
CP000031.2	3766951	3767823	+	dapA	SPO3556
CP000031.2	3767916	3768788	-	soeC	SPO3557
CP000031.2	3768788	3769594	-	soeB	SPO3558
CP000031.2	3769620	3772460	-	soeA	SPO3559
CP000031.2	3772588	3773601	-	pta	SPO3560
CP000031.2	3773619	3775409	-	xsc	SPO3561
CP000031.2	3775519	3776985	-	tauR	SPO3562
CP000031.2	3777167	3777484	+		SPO3563
CP000031.2	3777477	3778505	+		SPO3564
CP000031.2	3778511	3778903	-		SPO3565
CP000031.2	3778954	3779730	-		SPO3566
CP000031.2	3779859	3780488	+		SPO3567
CP000031.2	3780517	3781092	-		SPO3568
CP000031.2	3781118	3781714	-	recR	SPO3569
CP000031.2	3781789	3782133	-		SPO3570
CP000031.2	3782184	3783146	-		SPO3571
CP000031.2	3783216	3783761	+		SPO3572
CP000031.2	3783763	3784305	-		SPO3573
CP000031.2	3784420	3785019	-		SPO3574
CP000031.2	3785021	3785377	-		SPO3575
CP000031.2	3785530	3786195	-		SPO3576
CP000031.2	3786322	3787020	-		SPO3577
CP000031.2	3787290	3788141	-		SPO3578
CP000031.2	3788263	3788712	+		SPO3579
CP000031.2	3788714	3789358	+		SPO3580
CP000031.2	3789410	3790054	+	nth	SPO3581
CP000031.2	3790051	3791037	+		SPO3582
CP000031.2	3791143	3791652	-	pecS	SPO3583
CP000031.2	3791724	3792644	+		SPO3584
CP000031.2	3792602	3793087	-		SPO3585
CP000031.2	3793221	3795248	+	fadH	SPO3586
CP000031.2	3795389	3796018	+		SPO3587
CP000031.2	3796084	3796428	-		SPO3588
CP000031.2	3796425	3796748	-		SPO3589
CP000031.2	3796827	3797267	-		SPO3590
CP000031.2	3797412	3798326	+		SPO3591
CP000031.2	3798476	3799381	+		SPO3592
CP000031.2	3799574	3801232	+		SPO3593
CP000031.2	3801668	3802741	-	pheS	SPO3594
CP000031.2	3802847	3803563	-		SPO3595
CP000031.2	3803686	3804288	+		SPO3596
CP000031.2	3804452	3805801	+		SPO3597
CP000031.2	3805956	3806321	-	rplT	SPO3598
CP000031.2	3806337	3806537	-	rpmI	SPO3599
CP000031.2	3806920	3808365	-	pyk	SPO3600
CP000031.2	3808483	3809220	+		SPO3601
CP000031.2	3809348	3809662	+		SPO3602
CP000031.2	3809675	3810139	-		SPO3603
CP000031.2	3810295	3811155	-		SPO3604
CP000031.2	3811206	3812051	-		SPO3605
CP000031.2	3812070	3813035	-		SPO3606
CP000031.2	3813128	3814129	-		SPO3607
CP000031.2	3814426	3815388	+	mclA	SPO3608
CP000031.2	3815434	3816216	-	linC-2	SPO3609
CP000031.2	3816348	3816980	+		SPO3610
CP000031.2	3817029	3817610	-		SPO3611
CP000031.2	3817740	3818192	-		SPO3612
CP000031.2	3818265	3818861	+		SPO3613
CP000031.2	3818858	3818977	-		SPO3614
CP000031.2	3819346	3820176	-		SPO3615
CP000031.2	3820299	3821261	+	accA	SPO3616
CP000031.2	3821349	3822506	-		SPO3617
CP000031.2	3822549	3823337	-		SPO3618
CP000031.2	3823330	3824097	-		SPO3619
CP000031.2	3824104	3825120	-		SPO3620
CP000031.2	3825190	3825837	-		SPO3621
CP000031.2	3825868	3826608	-		SPO3622
CP000031.2	3826664	3826990	+		SPO3623
CP000031.2	3827172	3827247	+		SPO_tRNA-Ala-3
CP000031.2	3827594	3827800	-	cspA	SPO3625
CP000031.2	3828324	3829694	-	gshA	SPO3626
CP000031.2	3829835	3830362	-		SPO3627
CP000031.2	3830359	3831204	-		SPO3628
CP000031.2	3831198	3831953	-		SPO3629
CP000031.2	3831966	3832928	+	ubiA	SPO3630
CP000031.2	3832991	3834904	+		SPO3631
CP000031.2	3834905	3835216	+		SPO3632
CP000031.2	3835234	3835677	-		SPO3633
CP000031.2	3835683	3835928	-	moaD	SPO3634
CP000031.2	3835928	3836599	-	pgsA	SPO3635
CP000031.2	3836657	3837817	-		SPO3636
CP000031.2	3837869	3839740	-	uvrC	SPO3637
CP000031.2	3840031	3840810	-		SPO3638
CP000031.2	3840837	3841796	-		SPO3639
CP000031.2	3841965	3842810	-		SPO3640
CP000031.2	3842876	3843637	-		SPO3641
CP000031.2	3843634	3844563	-		SPO3642
CP000031.2	3844636	3845148	-		SPO3901
CP000031.2	3845296	3846276	+		SPO3643
CP000031.2	3846590	3847504	-		SPO3644
CP000031.2	3847583	3848023	+		SPO3645
CP000031.2	3848020	3848949	-		SPO3646
CP000031.2	3849017	3850111	+		SPO3647
CP000031.2	3850176	3851210	-	hemE	SPO3648
CP000031.2	3851317	3852276	+	hemC	SPO3649
CP000031.2	3852366	3854138	+		SPO3650
CP000031.2	3854202	3855146	+		SPO3651
CP000031.2	3855131	3855664	+		SPO3652
CP000031.2	3855754	3856638	-	hemF	SPO3653
CP000031.2	3856650	3857450	-		SPO3654
CP000031.2	3857488	3858453	-		SPO3655
CP000031.2	3858499	3858840	-	clpS	SPO3656
CP000031.2	3858904	3859632	+		SPO3657
CP000031.2	3859891	3861324	+		SPO3658
CP000031.2	3861396	3862157	-		SPO3659
CP000031.2	3862168	3863166	-		SPO3660
CP000031.2	3863163	3863912	-		SPO3661
CP000031.2	3863899	3864819	-		SPO3662
CP000031.2	3864847	3866160	-		SPO3663
CP000031.2	3866167	3866700	-		SPO3664
CP000031.2	3866781	3867755	-		SPO3665
CP000031.2	3867793	3869058	-		SPO3666
CP000031.2	3869168	3870298	-	catB	SPO3667
CP000031.2	3870398	3871315	+		SPO3668
CP000031.2	3871392	3871481	+		SPO_tRNA-Ser-5
CP000031.2	3871983	3872621	+		SPO3902
CP000031.2	3873714	3875375	+		SPO3671
CP000031.2	3875372	3875848	+		SPO3672
CP000031.2	3876045	3882539	-		SPO3673
CP000031.2	3882523	3883008	-		SPO3673a
CP000031.2	3883352	3883921	+		SPO3674
CP000031.2	3884090	3884746	+		SPO3675
CP000031.2	3885153	3886298	-	argE-2	SPO3676
CP000031.2	3886295	3887230	-		SPO3677
CP000031.2	3887285	3888394	-		SPO3678
CP000031.2	3888420	3889094	-		SPO3679
CP000031.2	3889099	3889515	-		SPO3680
CP000031.2	3889517	3890659	-		SPO3681
CP000031.2	3890844	3892118	+		SPO3682
CP000031.2	3892517	3892593	-		SPO_tRNA-Arg-5
CP000031.2	3892710	3893735	+		SPO3684
CP000031.2	3893740	3894954	+		SPO3685
CP000031.2	3895045	3895815	-		SPO3686
CP000031.2	3895880	3897289	-		SPO3687
CP000031.2	3897311	3898291	-		SPO3688
CP000031.2	3898387	3898875	+		SPO3689
CP000031.2	3899360	3900394	+	gtdA-1	SPO3690
CP000031.2	3900391	3901089	+		SPO3691
CP000031.2	3901093	3902280	+		SPO3692
CP000031.2	3902318	3903418	+		SPO3693
CP000031.2	3903492	3904076	+		SPO3694
CP000031.2	3904073	3905572	+		SPO3695
CP000031.2	3905725	3907431	+	fcs	SPO3696
CP000031.2	3907578	3909107	+	badA-1	SPO3697
CP000031.2	3909111	3909926	+		SPO3698
CP000031.2	3909930	3910373	+		SPO3699
CP000031.2	3910522	3912183	+		SPO3700
CP000031.2	3912258	3913709	+	boxB	SPO3701
CP000031.2	3913765	3914007	+		SPO3702
CP000031.2	3914070	3915188	+	boxA	SPO3703
CP000031.2	3915274	3916191	+		SPO3704
CP000031.2	3916383	3917558	+		SPO3705
CP000031.2	3917629	3918393	+		SPO3706
CP000031.2	3918386	3919108	+		SPO3707
CP000031.2	3919169	3920200	+		SPO3708
CP000031.2	3920197	3921249	+		SPO3709
CP000031.2	3921246	3922391	-		SPO3710
CP000031.2	3922528	3923700	+		SPO3711
CP000031.2	3923784	3924806	+	asd	SPO3712
CP000031.2	3925760	3927424	+		SPO3713
CP000031.2	3927393	3927872	-		SPO3714
CP000031.2	3927916	3928566	-		SPO3715
CP000031.2	3928725	3929108	+		SPO3716
CP000031.2	3929184	3930563	+		SPO3717
CP000031.2	3930560	3931309	+		SPO3718
CP000031.2	3931362	3932216	+		SPO3719
CP000031.2	3932216	3933400	+	tyrB	SPO3720
CP000031.2	3933453	3934094	-		SPO3721
CP000031.2	3934091	3934609	-		SPO3722
CP000031.2	3934716	3936044	-	amt-2	SPO3723
CP000031.2	3936080	3936418	-	glnB-2	SPO3724
CP000031.2	3936452	3938818	+		SPO3725
CP000031.2	3938841	3939449	-		SPO3726
CP000031.2	3939439	3940245	-		SPO3727
CP000031.2	3940444	3942177	+		SPO3728
CP000031.2	3942174	3943475	+		SPO3729
CP000031.2	3943548	3944006	+		SPO3730
CP000031.2	3944003	3944761	+		SPO3731
CP000031.2	3944805	3945992	+		SPO3732
CP000031.2	3945989	3946282	+	phhB	SPO3733
CP000031.2	3946279	3946701	-		SPO3734
CP000031.2	3946769	3947989	+		SPO3735
CP000031.2	3947994	3948479	-		SPO3736
CP000031.2	3948578	3949789	+		SPO3737
CP000031.2	3949786	3950346	+		SPO3738
CP000031.2	3950446	3952449	+		SPO3739
CP000031.2	3952489	3953001	-	msrA-2	SPO3740
CP000031.2	3952998	3953447	-	msrB	SPO3741
CP000031.2	3953589	3954110	+		SPO3742
CP000031.2	3954107	3954985	-		SPO3743
CP000031.2	3955181	3955456	-	hup	SPO3744
CP000031.2	3955601	3957064	-	amn	SPO3745
CP000031.2	3957061	3958872	-	ade	SPO3746
CP000031.2	3958985	3959413	+		SPO3747
CP000031.2	3959507	3960379	-		SPO3748
CP000031.2	3960500	3961255	+		SPO3749
CP000031.2	3961304	3962323	+		SPO3750
CP000031.2	3962495	3963187	+	exsB	SPO3751
CP000031.2	3963187	3963543	+		SPO3903
CP000031.2	3963540	3964259	+		SPO3752
CP000031.2	3964281	3964748	+		SPO3753
CP000031.2	3964759	3965469	-		SPO3754
CP000031.2	3965480	3966331	+		SPO3755
CP000031.2	3966757	3967671	-		SPO3756
CP000031.2	3967668	3968240	-		SPO3757
CP000031.2	3968237	3968965	-		SPO3758
CP000031.2	3968962	3969684	-		SPO3759
CP000031.2	3969734	3970426	+	sfsA	SPO3760
CP000031.2	3970512	3971321	+	map	SPO3761
CP000031.2	3971432	3972070	-		SPO3762
CP000031.2	3972269	3973309	-		SPO3763
CP000031.2	3973382	3974047	-		SPO3764
CP000031.2	3974231	3974704	+		SPO3765
CP000031.2	3974721	3975449	-	mtgA	SPO3766
CP000031.2	3975503	3976489	-		SPO3767
CP000031.2	3976665	3981197	-	gltB	SPO3768
CP000031.2	3981194	3981631	-		SPO3769
CP000031.2	3981686	3983119	-	gltD	SPO3770
CP000031.2	3983351	3984154	+		SPO3771
CP000031.2	3984155	3985138	-		SPO3772
CP000031.2	3985342	3985428	+		SPO_tRNA-Leu-6
CP000031.2	3985923	3987482	+		SPO3774
CP000031.2	3987621	3988601	+		SPO3775
CP000031.2	3988598	3989542	+		SPO3776
CP000031.2	3989511	3990539	+		SPO3777
CP000031.2	3990536	3991564	+		SPO3778
CP000031.2	3991595	3992503	+		SPO3779
CP000031.2	3992599	3993726	+		SPO3780
CP000031.2	3994578	3994955	-		SPO3781
CP000031.2	3994952	3995296	-		SPO3782
CP000031.2	3995332	3996393	-		SPO3783
CP000031.2	3996395	3997546	-		SPO3784
CP000031.2	3997503	3998441	-		SPO3785
CP000031.2	3998438	3999295	-		SPO3786
CP000031.2	3999361	4001010	-		SPO3787
CP000031.2	4001089	4002822	-	acoR	SPO3788
CP000031.2	4003163	4003495	-		SPO3789
CP000031.2	4003563	4004663	-	acoC	SPO3790
CP000031.2	4004668	4005675	-	acoB	SPO3791
CP000031.2	4005706	4006686	-	acoA	SPO3792
CP000031.2	4006683	4007741	-	acoX	SPO3793
CP000031.2	4007894	4008046	-		SPO3794
CP000031.2	4008382	4009665	+	rpoN	SPO3795
CP000031.2	4010285	4010361	-		SPO_tRNA-Met-5
CP000031.2	4010404	4010521	-	rrfF	SPO_Sp5SF
CP000031.2	4010725	4013619	-	rrlC	SPO_Sp23SC
CP000031.2	4014069	4014144	-		SPO_tRNA-Ala-4
CP000031.2	4014218	4014294	-		SPO_tRNA-Ile-3
CP000031.2	4014510	4015964	-	rrsC	SPO_Sp16SC
CP000031.2	4016780	4017319	+		SPO3802
CP000031.2	4017286	4018317	-		SPO3803
CP000031.2	4018434	4020200	+	dmdC	SPO3804
CP000031.2	4020260	4021063	+	dmdD	SPO3805
CP000031.2	4021129	4021605	+	smpB	SPO3806
CP000031.2	4021701	4022051	-		SPO3807
CP000031.2	4022082	4022585	-		SPO3808
CP000031.2	4022555	4023250	-		SPO3809
CP000031.2	4023978	4025495	+	gpmI	SPO3810
CP000031.2	4025492	4026628	+		SPO3811
CP000031.2	4026635	4027966	+		SPO3812
CP000031.2	4028060	4028452	-		SPO3813
CP000031.2	4028449	4029210	-		SPO3814
CP000031.2	4029458	4032577	+		SPO3815
CP000031.2	4032567	4033460	+		SPO3816
CP000031.2	4033519	4034463	+	accD	SPO3817
CP000031.2	4034460	4035734	+	folC	SPO3818
CP000031.2	4035810	4036871	-		SPO3819
CP000031.2	4037022	4038257	+		SPO3820
CP000031.2	4038274	4039182	-		SPO3821
CP000031.2	4039179	4039799	-		SPO3822
CP000031.2	4039966	4040262	-	rplW	SPO3823
CP000031.2	4040259	4040876	-	rplD	SPO3824
CP000031.2	4040873	4041598	-	rplC	SPO3825
CP000031.2	4041615	4041929	-	rpsJ	SPO3826
CP000031.2	4042156	4042620	-		SPO3827
CP000031.2	4043001	4044428	-	sthA	SPO3828
CP000031.2	4044437	4045273	-		SPO3829
CP000031.2	4045444	4046682	+	pepT	SPO3830
CP000031.2	4046686	4047543	+		SPO3831
CP000031.2	4047540	4048487	+		SPO3832
CP000031.2	4048625	4050673	+		SPO3833
CP000031.2	4050677	4051486	-	dapB	SPO3834
CP000031.2	4051575	4051970	+	rbfA	SPO3835
CP000031.2	4051967	4052704	+		SPO3836
CP000031.2	4052830	4053741	+	truB	SPO3837
CP000031.2	4053787	4054293	+		SPO3838
CP000031.2	4054347	4055423	+		SPO3839
CP000031.2	4055578	4055847	+	rpsO	SPO3840
CP000031.2	4055932	4056549	-		SPO3841
CP000031.2	4056680	4057654	+		SPO3842
CP000031.2	4057693	4058622	+		SPO3843
CP000031.2	4058737	4061538	+	polA	SPO3844
CP000031.2	4061594	4061902	-		SPO3845
CP000031.2	4061959	4062138	-		SPO3846
CP000031.2	4062230	4063159	+		SPO3847
CP000031.2	4063143	4063925	-		SPO3848
CP000031.2	4063986	4064474	-		SPO3849
CP000031.2	4064938	4066050	+		SPO3850
CP000031.2	4066150	4067631	-		SPO3851
CP000031.2	4067654	4069012	-		SPO3852
CP000031.2	4069012	4069725	-		SPO3853
CP000031.2	4069824	4070921	+		SPO3854
CP000031.2	4070918	4071880	+	gpsA	SPO3855
CP000031.2	4071882	4072151	+		SPO3856
CP000031.2	4072151	4072573	+		SPO3857
CP000031.2	4072616	4073011	+		SPO3858
CP000031.2	4073256	4073597	-		SPO3859
CP000031.2	4073755	4074366	-		SPO3860
CP000031.2	4074436	4075824	-	ahcY	SPO3861
CP000031.2	4075921	4076253	-		SPO3862
CP000031.2	4076443	4077036	+		SPO3863
CP000031.2	4077009	4078238	-		SPO3864
CP000031.2	4078249	4078803	-	regA	SPO3865
CP000031.2	4078890	4079510	-	senC	SPO3866
CP000031.2	4079598	4080995	+	regB	SPO3867
CP000031.2	4081063	4082565	+		SPO3868
CP000031.2	4082608	4083081	+		SPO3869
CP000031.2	4083051	4084085	+		SPO3870
CP000031.2	4084082	4084768	+		SPO3871
CP000031.2	4084761	4087688	+		SPO3872
CP000031.2	4087685	4091041	+		SPO3873
CP000031.2	4091102	4091422	+	trx	SPO3874
CP000031.2	4091510	4091860	+		SPO3875
CP000031.2	4091857	4092234	+		SPO3876
CP000031.2	4092251	4093144	+		SPO3877
CP000031.2	4093178	4094176	+	gap-4	SPO3878
CP000031.2	4094173	4095447	+		SPO3879
CP000031.2	4095910	4096467	+	hslV	SPO3880
CP000031.2	4096629	4097018	-		SPO3881
CP000031.2	4097210	4098517	+	hslU	SPO3882
CP000031.2	4098550	4099653	+		SPO3883
CP000031.2	4099650	4100240	-		SPO3884
CP000031.2	4100240	4101280	-		SPO3885
CP000031.2	4101277	4101933	-		SPO3886
CP000031.2	4102043	4102534	+	fxsA	SPO3887
CP000031.2	4102589	4103086	+	secB	SPO3888
CP000031.2	4103111	4103836	-	dnaQ	SPO3889
CP000031.2	4103829	4104422	-	coaE	SPO3890
CP000031.2	4104419	4105252	-	aroE	SPO3891
CP000031.2	4105249	4105848	-	maf-1	SPO3892
CP000031.2	4106258	4106710	+		SPO3893
CP000031.2	4106836	4108107	+	rho	SPO3894
CP000031.2	4108139	4109425	+	trmE	SPO3895
CP000032.1	1	798	+		SPOA0449
CP000032.1	872	1777	-		SPOA0001
CP000032.1	1804	3192	+	miaB	SPOA0002
CP000032.1	3205	3774	-		SPOA0003
CP000032.1	4026	4568	+		SPOA0004
CP000032.1	4579	4872	+		SPOA0005
CP000032.1	5010	6020	+		SPOA0006
CP000032.1	6034	6411	+		SPOA0007
CP000032.1	6408	6905	+		SPOA0008
CP000032.1	6939	7826	+		SPOA0009
CP000032.1	7823	9340	+	cutE	SPOA0010
CP000032.1	9429	10610	+	metK	SPOA0011
CP000032.1	10680	11192	+		SPOA0012
CP000032.1	11344	12009	+		SPOA0013
CP000032.1	12070	12783	+	trmB	SPOA0014
CP000032.1	12930	14276	+	aroA	SPOA0015
CP000032.1	14273	14890	+	cmk	SPOA0017
CP000032.1	14942	15421	-		SPOA0018
CP000032.1	15573	16718	-		SPOA0019
CP000032.1	16728	17900	-		SPOA0020
CP000032.1	17893	19326	-		SPOA0021
CP000032.1	19323	19700	-		SPOA0022
CP000032.1	19700	20356	-		SPOA0023
CP000032.1	20444	21244	-		SPOA0024
CP000032.1	21241	22092	-		SPOA0025
CP000032.1	22119	22970	-	hpcB	SPOA0026
CP000032.1	23017	24525	-	hpcC	SPOA0027
CP000032.1	24898	26241	+	nqrA	SPOA0028
CP000032.1	26246	27454	+	nqrB	SPOA0029
CP000032.1	27447	28250	+	nqrC	SPOA0030
CP000032.1	28250	28903	+	nqrD	SPOA0031
CP000032.1	28903	29511	+	nqrE	SPOA0032
CP000032.1	29524	30744	+	nqrF	SPOA0033
CP000032.1	30859	31383	-		SPOA0034
CP000032.1	31290	31679	+		SPOA0035
CP000032.1	31686	32771	+	apbE	SPOA0036
CP000032.1	32792	33028	+		SPOA0037
CP000032.1	33041	34216	-		SPOA0038
CP000032.1	34623	36542	+		SPOA0039
CP000032.1	36767	37060	-		SPOA0040
CP000032.1	37126	37506	-		SPOA0041
CP000032.1	37538	38389	-		SPOA0042
CP000032.1	38404	39024	-	pcaG	SPOA0043
CP000032.1	39088	39816	-	pcaH	SPOA0044
CP000032.1	39861	40238	-	pcaC	SPOA0045
CP000032.1	40261	41430	-	pobA	SPOA0046
CP000032.1	41523	42440	+	pcaQ	SPOA0047
CP000032.1	42513	42911	+		SPOA0048
CP000032.1	42905	45076	+	nosR	SPOA0049
CP000032.1	45091	46998	+	nosZ	SPOA0050
CP000032.1	47002	48258	+	nosD	SPOA0051
CP000032.1	48248	49141	+	nosF	SPOA0052
CP000032.1	49138	49959	+	nosY	SPOA0053
CP000032.1	49956	50477	+	nosL	SPOA0054
CP000032.1	50513	50890	+		SPOA0055
CP000032.1	50922	51536	-		SPOA0056
CP000032.1	51916	53013	+	gcvT	SPOA0057
CP000032.1	53134	53499	+	gcvH-2	SPOA0058
CP000032.1	53556	56414	+	gcvP	SPOA0059
CP000032.1	56564	57430	+		SPOA0060
CP000032.1	57490	59685	-	katG	SPOA0061
CP000032.1	59846	60544	-		SPOA0062
CP000032.1	60657	63092	-		SPOA0063
CP000032.1	63234	64016	-		SPOA0064
CP000032.1	64023	65624	-		SPOA0065
CP000032.1	65624	66811	-		SPOA0066
CP000032.1	66808	67455	-		SPOA0067
CP000032.1	67577	68377	+		SPOA0068
CP000032.1	68410	69180	+		SPOA0069
CP000032.1	69190	69942	+		SPOA0070
CP000032.1	69939	70727	+		SPOA0071
CP000032.1	70800	71285	+		SPOA0072
CP000032.1	71286	71747	+	arsC-2	SPOA0073
CP000032.1	71744	72142	+		SPOA0074
CP000032.1	72135	72728	+		SPOA0075
CP000032.1	72753	73649	+		SPOA0076
CP000032.1	73720	73938	+	infA	SPOA0077
CP000032.1	73949	74527	+	maf-2	SPOA0078
CP000032.1	74524	75546	+		SPOA0079
CP000032.1	75543	75725	+		SPOA0450
CP000032.1	75805	75879	+		SPOA_tRNA-Phe-1
CP000032.1	76107	77432	-		SPOA0081
CP000032.1	77422	79263	-		SPOA0082
CP000032.1	79377	80480	-		SPOA0083
CP000032.1	80695	80895	-		SPOA0084
CP000032.1	80961	81179	-		SPOA0085
CP000032.1	82940	84751	-		SPOA0086
CP000032.1	85721	86923	-		SPOA0087
CP000032.1	87032	87712	+		SPOA0087a
CP000032.1	87709	90012	+		SPOA0088
CP000032.1	90607	91137	+		SPOA0089
CP000032.1	91354	91923	+		SPOA0090
CP000032.1	92045	92353	-		SPOA0091
CP000032.1	93195	94682	+		SPOA0093
CP000032.1	94679	95089	+		SPOA0094
CP000032.1	95089	96138	+		SPOA0095
CP000032.1	96657	97691	-		SPOA0096
CP000032.1	97765	98703	-		SPOA0097
CP000032.1	98700	99569	-		SPOA0098
CP000032.1	99566	100270	-		SPOA0099
CP000032.1	100267	100980	-		SPOA0100
CP000032.1	100984	102264	-		SPOA0101
CP000032.1	102382	103350	-		SPOA0102
CP000032.1	103368	103862	+		SPOA0103
CP000032.1	103895	105283	+		SPOA0104
CP000032.1	105320	105694	-		SPOA0105
CP000032.1	105811	106644	+		SPOA0106
CP000032.1	107348	108241	-		SPOA0107
CP000032.1	108335	109549	+		SPOA0108
CP000032.1	110630	111106	-		SPOA0451
CP000032.1	111099	111572	-		SPOA0452
CP000032.1	111593	112039	-		SPOA0109
CP000032.1	112090	113661	-		SPOA0110
CP000032.1	113658	115832	-		SPOA0111
CP000032.1	115948	117462	+	feaB	SPOA0112
CP000032.1	117468	118856	+		SPOA0113
CP000032.1	118859	119893	+		SPOA0114
CP000032.1	119912	121036	+	gtdA-2	SPOA0115
CP000032.1	121054	121971	+		SPOA0116
CP000032.1	121973	122749	+		SPOA0117
CP000032.1	122787	123326	+		SPOA0118
CP000032.1	123338	124879	+		SPOA0119
CP000032.1	125015	125953	+		SPOA0120
CP000032.1	126010	127668	+		SPOA0121
CP000032.1	128113	129045	-		SPOA0122
CP000032.1	129275	132235	+		SPOA0123
CP000032.1	132272	135232	+		SPOA0124
CP000032.1	135246	136139	+		SPOA0125
CP000032.1	136399	137124	-		SPOA0126
CP000032.1	137121	137912	-		SPOA0127
CP000032.1	137909	139147	-		SPOA0128
CP000032.1	139144	140319	-		SPOA0129
CP000032.1	140319	141938	-		SPOA0130
CP000032.1	141940	142413	-		SPOA0131
CP000032.1	142410	143750	-		SPOA0132
CP000032.1	143773	144717	-		SPOA0133
CP000032.1	145949	146518	+		SPOA0134
CP000032.1	147302	147376	-		SPOA_tRNA-Thr-1
CP000032.1	147504	147659	+		SPOA0136
CP000032.1	147666	148931	+	murA	SPOA0137
CP000032.1	148931	149407	+		SPOA0138
CP000032.1	149467	149946	+		SPOA0139
CP000032.1	149971	151794	-	glmS	SPOA0140
CP000032.1	152200	152550	+		SPOA0141
CP000032.1	152550	153062	+		SPOA0142
CP000032.1	153574	154419	-		SPOA0143
CP000032.1	154606	155796	+		SPOA0144
CP000032.1	155809	156762	+		SPOA0145
CP000032.1	156768	157931	+		SPOA0146
CP000032.1	158076	158954	+		SPOA0147
CP000032.1	159056	160213	-		SPOA0148
CP000032.1	160318	161634	+		SPOA0149
CP000032.1	161659	162696	-		SPOA0150
CP000032.1	162796	163413	+		SPOA0151
CP000032.1	163457	164533	+		SPOA0152
CP000032.1	164552	165628	+		SPOA0153
CP000032.1	165646	167022	+		SPOA0154
CP000032.1	167176	171612	-		SPOA0155
CP000032.1	171697	172530	-		SPOA0156
CP000032.1	172937	173923	-	cuyZ	SPOA0157
CP000032.1	173964	174983	-	cuyA	SPOA0158
CP000032.1	175095	175997	+	cuyR	SPOA0159
CP000032.1	176064	177386	-		SPOA0160
CP000032.1	177386	177877	-		SPOA0161
CP000032.1	177943	178977	-		SPOA0162
CP000032.1	179002	180303	-	mvaA	SPOA0163
CP000032.1	180424	181809	+		SPOA0164
CP000032.1	181865	182800	-		SPOA0165
CP000032.1	182941	183951	+		SPOA0166
CP000032.1	184036	186249	+		SPOA0167
CP000032.1	186254	187519	+		SPOA0168
CP000032.1	187676	188389	-		SPOA0169
CP000032.1	188365	188907	-		SPOA0170
CP000032.1	188994	189755	+		SPOA0171
CP000032.1	189812	190042	+		SPOA0172
CP000032.1	190045	190572	+		SPOA0173
CP000032.1	190647	191114	+		SPOA0174
CP000032.1	191127	192059	+		SPOA0175
CP000032.1	192016	192447	+		SPOA0176
CP000032.1	192528	193220	-		SPOA0177
CP000032.1	194488	194853	-		SPOA0180
CP000032.1	194918	195736	-		SPOA0181
CP000032.1	195733	196302	-		SPOA0182
CP000032.1	196299	196898	-		SPOA0183
CP000032.1	196898	198328	-		SPOA0184
CP000032.1	198329	198838	-		SPOA0185
CP000032.1	198944	199426	+		SPOA0186
CP000032.1	199725	200597	-	ccoP-2	SPOA0187
CP000032.1	200588	200755	-	ccoQ-2	SPOA0188
CP000032.1	200752	201483	-	ccoO-2	SPOA0189
CP000032.1	201488	203110	-	ccoN-2	SPOA0190
CP000032.1	203113	203904	-		SPOA0191
CP000032.1	203945	204364	-		SPOA0192
CP000032.1	204477	204896	-	cycJ	SPOA0193
CP000032.1	204899	206140	-	hemA-2	SPOA0194
CP000032.1	206169	207119	-		SPOA0195
CP000032.1	207119	207571	-	cycL	SPOA0196
CP000032.1	207568	208134	-	dsbE	SPOA0197
CP000032.1	208131	210131	-	cycK	SPOA0198
CP000032.1	210138	211616	-		SPOA0199
CP000032.1	211718	212725	-		SPOA0200
CP000032.1	212759	214345	-		SPOA0201
CP000032.1	214950	216251	+	hisD-2	SPOA0202
CP000032.1	216248	219547	-		SPOA0203
CP000032.1	219959	221563	-		SPOA0204
CP000032.1	221560	224325	-		SPOA0205
CP000032.1	224583	225284	+		SPOA0206
CP000032.1	225279	228305	-		SPOA0207
CP000032.1	228322	229908	-		SPOA0208
CP000032.1	230029	231330	-		SPOA0209
CP000032.1	231416	232255	-		SPOA0210
CP000032.1	232257	233939	-		SPOA0211
CP000032.1	234160	234417	-		SPOA0212
CP000032.1	234422	234925	-		SPOA0213
CP000032.1	234967	236889	-	norD	SPOA0214
CP000032.1	236898	237713	-	norQ	SPOA0215
CP000032.1	237713	239080	-	norB	SPOA0216
CP000032.1	239096	239548	-	norC	SPOA0217
CP000032.1	239774	240742	+		SPOA0218
CP000032.1	240753	241925	-		SPOA0219
CP000032.1	242141	243835	+	nirS	SPOA0220
CP000032.1	243923	244696	+	nirE	SPOA0221
CP000032.1	244716	245048	+	nirC	SPOA0222
CP000032.1	245045	246190	+	nirF	SPOA0223
CP000032.1	246196	247188	+		SPOA0224
CP000032.1	247185	247634	+	nirG	SPOA0225
