Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product
ynaJ	BW25113_RS06985	1391622	1391879	DUF2534 domain-containing protein YnaJ
ynfQ	BW25113_RS23830	1632513	1632701	Qin prophage; protein YnfQ
ydiO	BW25113_RS08865	1771453	1772604	putative acyl-CoA dehydrogenase YdiO
fliR	BW25113_RS10195	2016374	2017159	flagellar biosynthesis protein FliR
glnA	BW25113_RS20080	4049985	4051394	glutamine synthetase
allE	BW25113_RS02645	538717	539502	(S)-ureidoglycine aminohydrolase
ynjB	BW25113_RS09175	1830330	1831496	putative ABC transporter periplasmic binding protein YnjB
aegA	BW25113_RS12865	2576905	2578884	putative oxidoreductase AegA
ispD	BW25113_RS14295	2865139	2865849	2-<i>C</i>-methyl-D-erythritol 4-phosphate cytidylyltransferase
fliL	BW25113_RS10165	2013099	2013563	flagellar protein FliL
rrf	BW25113_RS01030	225245	225360	5S ribosomal RNA
aas	BW25113_RS14755	2967214	2969373	fused 2-acylglycerophospho-ethanolamine acyltransferase/acyl-acyl carrier protein synthetase
yfiM	BW25113_RS13505	2717487	2717810	DUF2279 domain-containing protein YfiM
ruvB	BW25113_RS09755	1938603	1939613	Holliday junction branch migration complex subunit RuvB
tfaE	BW25113_RS06000	1203973	1204575	e14 prophage; putative tail fiber assembly protein TfaE
yjfC	BW25113_RS21750	4402845	4404008	peptide&mdash;spermidine ligase YjfC
yejG	BW25113_RS11385	2271372	2271716	protein YejG
allS	BW25113_RS02595	526751	527677	DNA-binding transcriptional activator AllS
uxaB	BW25113_RS07975	1603486	1604937	tagaturonate reductase
hldE	BW25113_RS15850	3188679	3190112	fused heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase
ymgC	BW25113_RS06060	1212204	1212452	protein YmgC
ubiH	BW25113_RS15115	3045699	3046877	2-octaprenyl-6-methoxyphenol 4-hydroxylase
zapG	BW25113_RS16760	3373550	3373948	Z-ring associated protein G
frwB	BW25113_RS20495	4133552	4133872	putative PTS enzyme IIB component FrwB
tdcG	BW25113_RS16150	3251644	3253008	L-serine deaminase III
nrfC	BW25113_RS21145	4279736	4280407	cytochrome c nitrite reductase Fe-S protein
pncA	BW25113_RS09255	1846144	1846785	nicotinamidase
dxr	BW25113_RS00865	190008	191204	1-deoxy-D-xylulose 5-phosphate reductoisomerase
mmuP	BW25113_RS01330	271036	272439	CP4-6 prophage; <i>S</i>-methyl-L-methionine transporter
BW25113_RS03440	BW25113_RS03440	691886	691960	tRNA-Gln
shiA	BW25113_RS10345	2047124	2048440	shikimate:H+ symporter
BW25113_RS24190	BW25113_RS24190	2768952	2769175	DUF905 family protein
hemH	BW25113_RS02455	493511	494473	ferrochelatase
cvrA	BW25113_RS06200	1235791	1237527	potassium/proton antiporter
yccT	BW25113_RS05000	1022567	1023229	curli synthesis inhibitor
yphG	BW25113_RS13290	2672823	2676104	DUF5107 domain-containing protein YphG
hemN	BW25113_RS20060	4045405	4046778	coproporphyrinogen III dehydrogenase
BW25113_RS24960	BW25113_RS24960	524096	524356	hypothetical protein
yffM	BW25113_RS12745	2554727	2554972	CPZ-55 prophage; uncharacterized protein YffM
ylbE	BW25113_RS02665	543813	545072	DUF1116 domain-containing protein YlbE
paoD	BW25113_RS01455	293481	294437	molybdenum cofactor insertion chaperone PaoD
ybaT	BW25113_RS02510	508032	509324	putative transporter YbaT
yibH	BW25113_RS18680	3763603	3764739	inner membrane protein YibH
ihfB	BW25113_RS04730	959284	959568	integration host factor subunit &beta;
yjaG	BW25113_RS20750	4189432	4190022	DUF416 domain-containing protein YjaG
mobA	BW25113_RS20010	4034775	4035359	molybdenum cofactor guanylyltransferase
hcaT	BW25113_RS13225	2660066	2661205	putative 3-phenylpropionate transporter
aroK	BW25113_RS17565	3511902	3512423	shikimate kinase 1
pdxY	BW25113_RS08565	1709283	1710146	pyridoxal kinase 2
BW25113_RS16680	BW25113_RS16680	3359061	3360077	IS5-like element IS5 family transposase
metA	BW25113_RS20820	4204208	4205137	homoserine <i>O</i>-succinyltransferase
tehA	BW25113_RS07495	1494830	1495822	tellurite resistance protein
nadB	BW25113_RS13435	2703779	2705401	L-aspartate oxidase
yhfZ	BW25113_RS17530	3504798	3505703	putative DNA-binding transcriptional regulator YhfZ
yciF	BW25113_RS06560	1309527	1310027	DUF892 domain-containing protein YciF
metH	BW25113_RS20850	4213756	4217439	cobalamin-dependent methionine synthase
xylH	BW25113_RS18520	3727080	3728261	xylose ABC transporter membrane subunit
sra	BW25113_RS07760	1550083	1550220	ribosome-associated protein Sra
tsr	BW25113_RS22675	4581474	4583129	methyl-accepting chemotaxis protein Tsr
ddlA	BW25113_RS01970	395285	396379	D-alanine&mdash;D-alanine ligase A
rsgA	BW25113_RS21625	4380274	4381326	ribosome small subunit-dependent GTPase A
ynbE	BW25113_RS07255	1439944	1440129	lipoprotein YnbE
cecR	BW25113_RS04135	825428	826099	DNA-binding transcriptional dual regulator CecR
yqjA	BW25113_RS16075	3241132	3241794	DedA family protein YqjA
cueO	BW25113_RS00615	133570	135120	multicopper oxidase CueO
gntR	BW25113_RS17800	3571091	3572086	DNA-binding transcriptional repressor GntR
lptB	BW25113_RS16590	3337303	3338028	lipopolysaccharide transport system ATP binding protein LptB
kdsC	BW25113_RS16575	3335632	3336198	3-deoxy-D-<i>manno</i>-octulosonate 8-phosphate phosphatase KdsC
cmk	BW25113_RS04720	956657	957340	cytidylate kinase
BW25113_RS19145	BW25113_RS19145	3855347	3856963	PTS sugar transporter subunit IIB
alx	BW25113_RS16040	3231939	3232904	putative membrane-bound redox modulator Alx
yfdT	BW25113_RS12325	2469352	2469657	CPS-53 (KpLE1) prophage; protein YfdT
intF	BW25113_RS01440	291407	292807	CP4-6 prophage; putative phage integrase
ydaY	BW25113_RS07160	1419878	1420237	Rac prophage; putative uncharacterized protein YdaY
prfA	BW25113_RS06305	1260468	1261550	peptide chain release factor RF1
kefF	BW25113_RS00240	47246	47776	regulator of KefC-mediated potassium transport and quinone oxidoreductase
rffG	BW25113_RS19670	3965882	3966949	dTDP-glucose 4,6-dehydratase 2
igaA	BW25113_RS17605	3519828	3521963	inner membrane protein IgaA
ibsC	BW25113_RS24275	3050249	3050308	toxic peptide IbsC
kdgK	BW25113_RS18280	3672779	3673708	2-dehydro-3-deoxygluconokinase
ytfK	BW25113_RS21910	4429404	4429610	stringent response modulator YtfK
ydgK	BW25113_RS08510	1699507	1699947	DUF2569 domain-containing inner membrane protein YdgK
ydhT	BW25113_RS08735	1743004	1743816	uncharacterized protein YdhT
wcaF	BW25113_RS10725	2121821	2122369	colanic acid biosynthesis acetyltransferase WcaF
cheZ	BW25113_RS09860	1960650	1961294	chemotaxis protein CheZ
dgcP	BW25113_RS09385	1871972	1872997	diguanylate cyclase DgcP
ydcU	BW25113_RS07570	1508088	1509029	putative ABC transporter membrane subunit YdcU
essD	BW25113_RS02860	572854	573069	DLP12 prophage; putative phage lysis protein
ymfI	BW25113_RS23630	1196953	1197294	e14 prophage; uncharacterized protein YmfI
malP	BW25113_RS17705	3543439	3545832	maltodextrin phosphorylase
aceF	BW25113_RS00575	122182	124074	pyruvate dehydrogenase E2 subunit
ygiZ	BW25113_RS15710	3165238	3165570	DUF2645 domain-containing inner membrane protein YgiZ
ftsP	BW25113_RS15660	3154616	3156028	cell division protein FtsP
yfjW	BW25113_RS13770	2766677	2768380	CP4-57 prophage; uncharacterized protein YfjW
yfhL	BW25113_RS13355	2693022	2693282	putative 4Fe-4S cluster-containing protein YfhL
fdoG	BW25113_RS20210	4076132	4079182	formate dehydrogenase O subunit &alpha;
tatC	BW25113_RS19925	4016096	4016872	twin arginine protein translocation system - TatC protein
cbpA	BW25113_RS05200	1058311	1059231	curved DNA-binding protein
dnaX	BW25113_RS02430	487548	489479	DNA polymerase III subunit gamma/tau
yfeD	BW25113_RS12515	2512292	2512684	putative DNA-binding transcriptional regulator YfeD
speB	BW25113_RS15255	3076236	3077156	agmatinase
ascF	BW25113_RS14130	2832883	2834340	&beta;-glucoside specific PTS enzyme IIBC component
mraY	BW25113_RS00435	92489	93571	phospho-N-acetylmuramoyl-pentapeptide-transferase
nsrR	BW25113_RS21710	4396007	4396432	DNA-binding transcriptional regulator NsrR
yfgO	BW25113_RS13005	2608179	2609240	putative transporter YfgO
aidB	BW25113_RS21755	4404092	4405717	isovaleryl-CoA dehydrogenase and DNA-binding transcriptional repressor
phnE	BW25113_RS21310	4312260	4313047	phosphonate ABC transporter, permease protein PhnE
yibT	BW25113_RS18705	3769531	3769740	protein YibT
hyaE	BW25113_RS05065	1031810	1032208	putative HyaA chaperone
ynbD	BW25113_RS07400	1475142	1476458	phosphatase domain-containing protein YnbD
gabP	BW25113_RS13865	2787612	2789012	4-aminobutanoate:H<sup>+</sup> symporter
eco	BW25113_RS11530	2297384	2297872	serine protease inhibitor ecotin
tnpA	BW25113_RS23770	1497400	1497906	IS200/IS605 family transposase
lspA	BW25113_RS00130	25207	25701	lipoprotein signal peptidase
chiA	BW25113_RS17300	3460519	3463212	endochitinase
yhiD	BW25113_RS18180	3648615	3649262	inner membrane protein YhiD
exoX	BW25113_RS09665	1920377	1921039	exonuclease X
dacB	BW25113_RS16495	3322322	3323755	peptidoglycan DD-endopeptidase DacB
dicA	BW25113_RS08225	1642191	1642598	DNA-binding transcriptional dual regulator DicA
truA	BW25113_RS12105	2428303	2429115	tRNA pseudouridine<sup>38-40</sup> synthase
cysH	BW25113_RS14370	2880937	2881671	phosphoadenosine phosphosulfate reductase
yghB	BW25113_RS15620	3146922	3147581	DedA family protein YghB
sfmA	BW25113_RS02720	553668	554210	putative fimbrial protein SfmA
hslO	BW25113_RS17620	3523133	3524011	molecular chaperone Hsp33
ldtD	BW25113_RS04795	976503	978350	L,D-transpeptidase LdtD
ydfU	BW25113_RS08180	1637512	1638561	Qin prophage; protein YdfU
yhhA	BW25113_RS17845	3580303	3580743	DUF2756 domain-containing protein YhhA
BW25113_RS25680	BW25113_RS25680	2189953	2193748	WGR and DUF4132 domain-containing protein
malX	BW25113_RS08480	1693612	1695204	PTS enzyme IIBC component MalX
dut	BW25113_RS18900	3807289	3807747	dUTP diphosphatase
djlA	BW25113_RS00285	57364	58179	co-chaperone protein DjlA
yidB	BW25113_RS19220	3870427	3870825	DUF937 domain-containing protein YidB
ypjK	BW25113_RS13745	2763804	2764040	CP4-57 prophage; uncharacterized protein YpjK
yhaK	BW25113_RS16130	3247678	3248379	bicupin-related protein
yidH	BW25113_RS19110	3849320	3849667	DUF202 domain-containing inner membrane protein YidH
yigA	BW25113_RS19785	3988943	3989650	DUF484 domain-containing protein YigA
yehE	BW25113_RS11020	2185994	2186275	DUF2574 domain-containing protein YehE
yahC	BW25113_RS01635	330236	330733	uncharacterized protein YahC
lacI	BW25113_RS01775	360661	361743	DNA-binding transcriptional repressor LacI
leuE	BW25113_RS09410	1874378	1875016	leucine exporter
yfbV	BW25113_RS11985	2406156	2406611	PF04217 family membrane protein YfbV
hybG	BW25113_RS15530	3133075	3133323	hydrogenase maturation factor HybG
lrp	BW25113_RS04615	928051	928545	DNA-binding transcriptional dual regulator Lrp
pdeF	BW25113_RS13055	2620054	2622297	cyclic di-GMP phosphodiesterase PdeF
dgcE	BW25113_RS10790	2136747	2140064	diguanylate cyclase DgcE
ttdA	BW25113_RS15900	3199822	3200733	L(+)-tartrate dehydratase subunit &alpha;
fucR	BW25113_RS14590	2932727	2933458	DNA-binding transcriptional activator FucR
ymcF	BW25113_RS23580	1047140	1047328	protein YmcF
glxK	BW25113_RS02640	537344	538489	glycerate 2-kinase 2
BW25113_RS18990	BW25113_RS18990	3829582	3829676	tRNA-Sec
ybaA	BW25113_RS02355	472128	472481	DUF1428 domain-containing protein YbaA
nirB	BW25113_RS17445	3487370	3489913	nitrite reductase (NADH) large subunit
leuL	BW25113_RS00375	80109	80195	<i>leu</i> operon leader peptide
kgtP	BW25113_RS13510	2717807	2719105	&alpha;-ketoglutarate:H<sup>+</sup> symporter
yijF	BW25113_RS20465	4126968	4127585	DUF1287 domain-containing protein YijF
yaiW	BW25113_RS01955	393328	394422	surface-exposed outer membrane lipoprotein
eno	BW25113_RS14455	2900002	2901300	enolase
thiC	BW25113_RS20725	4184132	4186027	phosphomethylpyrimidine synthase
queE	BW25113_RS14440	2898106	2898777	putative 7-carboxy-7-deazaguanine synthase QueE
paaZ	BW25113_RS07280	1445854	1447899	fused 3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase and oxepin-CoA hydrolase
pgm	BW25113_RS03555	709014	710654	phosphoglucomutase
ychN	BW25113_RS06360	1268702	1269055	DsrE/F sulfur relay family protein YchN
trkG	BW25113_RS07150	1418039	1419496	Rac prophage; Na<sup>+</sup>-dependent K<sup>+</sup> transporter TrkG
yaiZ	BW25113_RS25465	395049	395261	DUF2754 domain-containing protein YaiZ
parE	BW25113_RS15725	3166863	3168755	DNA topoisomerase IV subunit B
ycfJ	BW25113_RS05775	1163055	1163594	PF05433 family protein YcfJ
yihR	BW25113_RS20130	4062835	4063737	putative sulfoquinovose mutarotase YihR
panD	BW25113_RS00655	142801	143181	aspartate 1-decarboxylase proenzyme
yoaC	BW25113_RS09470	1888390	1888689	DUF1889 domain-containing protein YoaC
sbp	BW25113_RS20325	4098762	4099751	sulfate/thiosulfate ABC transporter periplasmic binding protein Sbp
yehQ	BW25113_RS11070	2202579	2204579	SWIM zinc finger family protein
metC	BW25113_RS15615	3145595	3146782	cystathionine &beta;-lyase / L-cysteine desulfhydrase / alanine racemase
yqeJ	BW25113_RS14815	2982663	2983145	protein YqeJ
ydfC	BW25113_RS08235	1643080	1643298	Qin prophage; uncharacterized protein YdfC
yjfY	BW25113_RS21815	4414333	4414608	DUF1471 domain-containing protein YjfY
yiaF	BW25113_RS18440	3711694	3712404	DUF3053 domain-containing protein YiaF
mdtC	BW25113_RS10840	2151867	2154944	multidrug efflux pump RND permease subunit MdtC
ycgJ	BW25113_RS06125	1222056	1222424	PF05666 family protein YcgJ
BW25113_RS23070	BW25113_RS23070	1092840	1092976	RtT sRNA
rfaD	BW25113_RS18795	3787347	3788279	ADP-L-glycero-D-mannoheptose 6-epimerase
yqhG	BW25113_RS15645	3151009	3151935	DUF3828 domain-containing protein YqhG
lpxH	BW25113_RS02690	548674	549396	UDP-2,3-diacylglucosamine diphosphatase
paaK	BW25113_RS07335	1456382	1457695	phenylacetate-CoA ligase
tcyN	BW25113_RS10035	1990543	1991295	cystine ABC transporter ATP binding subunit
yecT	BW25113_RS09840	1956229	1956717	protein YecT
rlmJ	BW25113_RS18120	3638745	3639587	23S rRNA m<sup>6</sup>A2030 methyltransferase
artQ	BW25113_RS04475	896990	897706	L-arginine ABC transporter membrane subunit ArtQ
ycaQ	BW25113_RS04750	964845	966077	interstrand DNA crosslink repair glycosylase
phoP	BW25113_RS05880	1185232	1185903	DNA-binding transcriptional dual regulator PhoP
lpxL	BW25113_RS05495	1111118	1112038	lauroyl acyltransferase
mlaF	BW25113_RS16560	3332615	3333424	intermembrane phospholipid transport system, ATP binding subunit MlaF
ubiI	BW25113_RS15110	3044474	3045676	2-octaprenylphenol 6-hydroxylase
aceK	BW25113_RS20835	4208524	4210260	isocitrate dehydrogenase kinase/phosphatase
pdeN	BW25113_RS11360	2264205	2265761	putative c-di-GMP phosphodiesterase PdeN
rlmN	BW25113_RS13130	2636488	2637642	23S rRNA m<sup>2</sup>A2503 methyltransferase/tRNA m<sup>2</sup>A37 methyltransferase
shoB	BW25113_RS13360	2693476	2693556	toxic peptide ShoB
yheS	BW25113_RS17375	3474648	3476561	putative ATP-binding protein YheS
hda	BW25113_RS13020	2611434	2612135	inibitor of reinitiation of DNA replication
yfcO	BW25113_RS12175	2442707	2443528	fimbrial adhesin YfcO
yieE	BW25113_RS19300	3887241	3887990	putative phosphopantetheinyl transferase
yddH	BW25113_RS07670	1527539	1528108	flavin reductase-like protein YddH
agaI	BW25113_RS16285	3279629	3280384	putative deaminase AgaI
yfgG	BW25113_RS13065	2622649	2622840	nickel/cobalt stress response protein YfgG
yjiS	BW25113_RS22605	4561568	4561732	DUF1127 domain-containing protein YjiS
bfr	BW25113_RS17290	3459608	3460084	bacterioferritin
yiiR	BW25113_RS20345	4102243	4102683	DUF805 domain-containing protein YiiR
znuA	BW25113_RS09740	1935908	1936840	Zn<sup>2+</sup> ABC transporter periplasmic binding protein
napD	BW25113_RS11515	2296229	2296492	NapA signal peptide-binding chaperone NapD
wza	BW25113_RS10765	2129585	2130724	outer membrane polysaccharide export protein Wza
nrdB	BW25113_RS11675	2340863	2341993	ribonucleoside-diphosphate reductase 1 subunit &beta;
garR	BW25113_RS16205	3265226	3266116	tartronate semialdehyde reductase
ynjD	BW25113_RS09185	1833004	1833657	putative ABC transporter ATP-binding protein YnjD
icd	BW25113_RS05910	1190579	1191829	isocitrate dehydrogenase
ygjJ	BW25113_RS15990	3221160	3222230	protein YgjJ
BW25113_RS20590	BW25113_RS20590	4156587	4158128	16S ribosomal RNA
btuB	BW25113_RS20580	4153567	4155411	cobalamin outer membrane transporter
macA	BW25113_RS04560	914691	915806	ABC-type tripartite efflux pump membrane fusion protein
nanM	BW25113_RS22410	4527476	4528582	<i>N</i>-acetylneuraminate mutarotase
ygaV	BW25113_RS13885	2790570	2790869	putative DNA-binding transcriptional regulator YgaV
xthA	BW25113_RS09150	1826685	1827491	exodeoxyribonuclease III
yhbW	BW25113_RS16380	3296807	3297814	putative luciferase-like monooxygenase YhbW
BW25113_RS22755	BW25113_RS22755	4596132	4596218	tRNA-Leu
yfeW	BW25113_RS12675	2541461	2542765	penicillin binding protein 4B
gltJ	BW25113_RS03395	681385	682125	glutamate/aspartate ABC transporter membrane subunit GltJ
BW25113_RS02850	BW25113_RS02850	570193	571209	IS5-like element IS5 family transposase
birA	BW25113_RS20615	4163010	4163975	DNA-binding transcriptional repressor/biotin-[acetyl-CoA-carboxylase] ligase BirA
yjcH	BW25113_RS21125	4274827	4275141	DUF485 domain-containing inner membrane protein YjcH
yeeW	BW25113_RS10475	2071421	2071615	CP4-44 prophage; putative uncharacterized protein YeeW
BW25113_RS14895	BW25113_RS14895	2992343	2992416	tRNA-Gly
BW25113_RS08715	BW25113_RS08715	1740692	1740768	tRNA-Val
ybaK	BW25113_RS02485	502059	502538	Cys-tRNA<sup>Pro</sup>/Cys-tRNA<sup>Cys</sup> deacylase YbaK
rpsH	BW25113_RS17140	3439512	3439904	30S ribosomal protein S8
ybhH	BW25113_RS03995	796215	797267	putative isomerase YbhH
tsaE	BW25113_RS21660	4385402	4385863	N<sup>6</sup>-L-threonylcarbamoyladenine synthase, TsaE subunit
kptA	BW25113_RS22555	4550747	4551301	RNA 2'-phosphotransferase
yafC	BW25113_RS01045	226454	227368	DNA-binding transcriptional regulator YafC
yhjE	BW25113_RS18260	3668146	3669468	putative transporter YhjE
rplF	BW25113_RS17135	3438966	3439499	50S ribosomal protein L6
arnC	BW25113_RS11775	2360550	2361518	undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
BW25113_RS19525	BW25113_RS19525	3936795	3936870	tRNA-Glu
yciB	BW25113_RS06540	1306608	1307147	septation protein A
rapZ	BW25113_RS16610	3340474	3341328	RNase adaptor protein RapZ
ydjM	BW25113_RS09040	1804468	1805058	inner membrane protein YdjM
fepC	BW25113_RS03060	614840	615655	ferric enterobactin ABC transporter ATP binding subunit
recE	BW25113_RS07090	1409043	1411643	Rac prophage; exonuclease VIII, ds DNA exonuclease, 5' --> 3' specific
hcaE	BW25113_RS13235	2662391	2663752	putative 3-phenylpropionate/cinnamate dioxygenase subunit &alpha;
etp	BW25113_RS05100	1039686	1040132	phosphotyrosine-protein phosphatase Etp
frlR	BW25113_RS17490	3497411	3498142	DNA-binding transcriptional regulator FrlR
uvrB	BW25113_RS04045	808982	811003	UvrABC excision nuclease subunit B
hyfG	BW25113_RS12975	2601846	2603513	hydrogenase 4 catalytic subunit HyfG
cynS	BW25113_RS01745	355200	355670	cyanase
nfsB	BW25113_RS02995	600227	600880	NAD(P)H-dependent nitroreductase NfsB
ugd	BW25113_RS10595	2091928	2093094	UDP-glucose 6-dehydrogenase
yaeP	BW25113_RS00950	210412	210612	PF06786 family protein YaeP
BW25113_RS14635	BW25113_RS14635	2940746	2940822	tRNA-Met
minE	BW25113_RS06110	1219735	1220001	Z-ring positioning protein MinE
