"","gene","entry","gene_start","gene_end","gene_length","Binomial","ConNIS","ExpVsGamma","Geometric","InsDens","Tn5Gaps"
"2777","unnamed_gene_1224","STM14_3146",2763716,2763949,233,"non-essential","non-essential","essential","non-essential","non-essential","non-essential"
"2778","yfhD","STM14_3147",2763950,2765494,1544,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2779","yfhC","STM14_3148",2765545,2766096,551,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2780","yfhB","STM14_3149",2766121,2766756,635,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2781","unnamed_gene_1225","STM14_3150",2766760,2768121,1361,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2782","murQ","STM14_3151",2768132,2769025,893,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2783","yfhH","STM14_3152",2769141,2769989,848,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2784","yfhL","STM14_3156",2773243,2773503,260,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2785","acpS","STM14_3157",2773615,2773995,380,"non-essential","essential","essential","non-essential","non-essential","non-essential"
"2786","pdxJ","STM14_3158",2773995,2774726,731,"essential","non-essential","non-essential","non-essential","non-essential","non-essential"
"2787","recO","STM14_3159",2774738,2775466,728,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2788","era","STM14_3160",2775478,2776383,905,"essential","essential","essential","essential","non-essential","essential"
"2789","rnc","STM14_3161",2776380,2777060,680,"essential","non-essential","non-essential","non-essential","non-essential","essential"
"2790","lepB","STM14_3162",2777334,2778308,974,"essential","essential","essential","essential","non-essential","essential"
"2791","lepA","STM14_3163",2778325,2780124,1799,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2792","gogB","STM14_3164",2780529,2782022,1493,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2793","unnamed_gene_1229","STM14_3165",2782226,2782354,128,"non-essential","non-essential","essential","non-essential","non-essential","non-essential"
"2794","unnamed_gene_1231","STM14_3167",2784542,2784769,227,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2795","unnamed_gene_1234","STM14_3170",2786255,2788627,2372,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2796","unnamed_gene_1235","STM14_3171",2788681,2788917,236,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2797","unnamed_gene_1236","STM14_3172",2788962,2792324,3362,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2798","unnamed_gene_1237","STM14_3173",2792386,2793033,647,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2799","unnamed_gene_1238","STM14_3174",2792931,2793668,737,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2800","unnamed_gene_1239","STM14_3175",2793675,2794373,698,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2801","unnamed_gene_1240","STM14_3176",2794383,2794712,329,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2802","unnamed_gene_1241","STM14_3177",2794715,2797810,3095,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2803","unnamed_gene_1242","STM14_3178",2797782,2798120,338,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2804","unnamed_gene_1243","STM14_3179",2798117,2798512,395,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2805","unnamed_gene_1244","STM14_3180",2798563,2799309,746,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2806","unnamed_gene_1245","STM14_3181",2799317,2799718,401,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2807","unnamed_gene_1246","STM14_3182",2799707,2800957,1250,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2808","unnamed_gene_1247","STM14_3183",2801006,2801584,578,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2809","unnamed_gene_1248","STM14_3184",2801612,2801995,383,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2810","unnamed_gene_1249","STM14_3185",2802006,2802370,364,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2811","unnamed_gene_1250","STM14_3186",2802428,2803456,1028,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2812","unnamed_gene_1251","STM14_3187",2803511,2803858,347,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2813","unnamed_gene_1252","STM14_3188",2803871,2805367,1496,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2814","unnamed_gene_1253","STM14_3189",2805357,2806937,1580,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2815","unnamed_gene_1254","STM14_3190",2806934,2807137,203,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2816","unnamed_gene_1255","STM14_3191",2807121,2809052,1931,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2817","unnamed_gene_1256","STM14_3192",2809024,2809569,545,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2818","unnamed_gene_1258","STM14_3194",2810493,2810966,473,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2819","unnamed_gene_1259","STM14_3195",2810963,2811415,452,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2820","unnamed_gene_1264","STM14_3200",2813182,2813258,76,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2821","unnamed_gene_1265","STM14_3201",2813600,2814163,563,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2822","unnamed_gene_1266","STM14_3202",2814160,2814285,125,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2823","unnamed_gene_1267","STM14_3203",2814436,2815113,677,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2824","unnamed_gene_1268","STM14_3204",2815110,2815250,140,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2825","unnamed_gene_1269","STM14_3205",2815247,2815858,611,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2826","unnamed_gene_1270","STM14_3206",2815861,2816061,200,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2827","unnamed_gene_1271","STM14_3207",2816067,2816669,602,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2828","unnamed_gene_1276","STM14_3212",2818285,2818983,698,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2829","unnamed_gene_1277","STM14_3213",2818997,2819692,695,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2830","unnamed_gene_1278","STM14_3214",2819689,2820573,884,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2831","unnamed_gene_1279","STM14_3215",2820665,2821039,374,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2832","unnamed_gene_1280","STM14_3216",2820999,2821259,260,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2833","unnamed_gene_1281","STM14_3217",2821377,2821736,359,"non-essential","essential","essential","non-essential","non-essential","non-essential"
"2834","unnamed_gene_1283","STM14_3219",2822705,2823013,308,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2835","unnamed_gene_1284","STM14_3220",2823013,2823675,662,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2836","unnamed_gene_1285","STM14_3221",2824017,2824139,122,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2837","unnamed_gene_1288","STM14_3224",2824789,2827716,2927,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2838","unnamed_gene_1289","STM14_3225",2827727,2828836,1109,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2839","unnamed_gene_1290","STM14_3226",2828879,2829118,239,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2840","unnamed_gene_1291","STM14_3227",2829159,2829443,284,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2841","unnamed_gene_1292","STM14_3228",2829421,2830650,1229,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2842","unnamed_gene_1293","STM14_3229",2830868,2831005,137,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2843","unnamed_gene_1294","STM14_3230",2831002,2831118,116,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2844","rseC","STM14_3231",2831148,2831627,479,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2845","rseB","STM14_3232",2831624,2832580,956,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
"2846","rseA","STM14_3233",2832580,2833230,650,"non-essential","non-essential","non-essential","non-essential","essential","non-essential"
